"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 01 13:05:53 GMT 2023","Wed Mar 01 13:05:53 GMT 2023","1","","com.codecool.simplecalculator.SimpleCalculatorTest","","com.codecool.simplecalculator.SimpleCalculatorTest","testCalcPlus","testCalcPlus()",""
"passed","Wed Mar 01 13:05:52 GMT 2023","Wed Mar 01 13:05:52 GMT 2023","24","","com.codecool.simplecalculator.SimpleCalculatorTest","","com.codecool.simplecalculator.SimpleCalculatorTest","testIsNumberNotValid","testIsNumberNotValid()",""
"passed","Wed Mar 01 13:05:53 GMT 2023","Wed Mar 01 13:05:53 GMT 2023","1","","com.codecool.simplecalculator.SimpleCalculatorTest","","com.codecool.simplecalculator.SimpleCalculatorTest","testCalcMinus","testCalcMinus()",""
"passed","Wed Mar 01 13:05:53 GMT 2023","Wed Mar 01 13:05:53 GMT 2023","1","","com.codecool.simplecalculator.SimpleCalculatorTest","","com.codecool.simplecalculator.SimpleCalculatorTest","testIsValidOperatorValid","testIsValidOperatorValid()",""
"passed","Wed Mar 01 13:05:53 GMT 2023","Wed Mar 01 13:05:53 GMT 2023","1","","com.codecool.simplecalculator.SimpleCalculatorTest","","com.codecool.simplecalculator.SimpleCalculatorTest","testCalcMultiply","testCalcMultiply()",""
"passed","Wed Mar 01 13:05:53 GMT 2023","Wed Mar 01 13:05:53 GMT 2023","1","","com.codecool.simplecalculator.SimpleCalculatorTest","","com.codecool.simplecalculator.SimpleCalculatorTest","testIsNumberValid","testIsNumberValid()",""
"passed","Wed Mar 01 13:05:53 GMT 2023","Wed Mar 01 13:05:53 GMT 2023","1","","com.codecool.simplecalculator.SimpleCalculatorTest","","com.codecool.simplecalculator.SimpleCalculatorTest","testCalcDivision","testCalcDivision()",""
